time;random
1:55.682233;1
1:55.715600;1
1:55.748967;1
1:55.782333;1
1:55.815700;1
1:55.849067;1
1:55.882433;1
1:55.915800;1
1:55.949167;1
1:55.982533;1
1:56.015900;1
1:56.049267;1
1:56.082633;1
1:56.116000;1
1:56.149367;1
1:56.182733;1
1:56.216100;1
1:56.249467;1
1:56.282833;1
1:56.316200;1
1:56.349567;1
1:56.382933;1
1:56.416300;1
1:56.449667;1
1:56.483033;1
1:56.516400;1
1:56.549767;1
1:56.583133;1
1:56.616500;1
1:56.649867;1
1:56.683233;1
1:56.716600;1
1:56.749967;1
1:56.783333;1
1:56.816700;1
1:56.850067;1
1:56.883433;1
1:56.916800;1
1:56.950167;1
1:56.983533;1
1:57.016900;1
1:57.050267;1
1:57.083633;1
1:57.117000;1
1:57.150367;1
1:57.183733;1
1:57.217100;1
1:57.250467;1
1:57.283833;1
1:57.317200;1
1:57.350567;1
1:57.383933;1
1:57.417300;1
1:57.450667;1
1:57.484033;1
1:57.517400;1
1:57.550767;1
1:57.584133;1
1:57.617500;1
1:57.650867;1
1:57.684233;1
1:57.717600;1
1:57.750967;1
1:57.784333;1
1:57.817700;1
1:57.851067;1
1:57.984533;1
1:58.017900;1
1:58.051267;1
1:58.084633;1
1:58.118000;1
1:58.151367;1
1:58.184733;1
1:58.218100;1
1:58.251467;1
1:58.284833;1
1:58.318200;1
1:58.351567;1
1:58.384933;1
1:58.418300;1
1:58.451667;1
1:58.485033;1
1:58.518400;1
1:58.551767;1
1:58.585133;1
1:58.618500;1
1:58.651867;1
1:58.685233;1
1:58.718600;1
1:58.751967;1
1:58.785333;1
1:58.818700;1
1:58.852067;1
1:58.885433;1
1:58.918800;1
1:58.952167;1
1:58.985533;1
1:59.018900;1
1:59.052267;1
1:59.085633;1
1:59.119000;1
1:59.152367;1
1:59.185733;1
1:59.219100;1
1:59.252467;1
1:59.352567;1
1:59.385933;1
1:59.486033;1
1:59.552767;1
1:59.652867;1
1:59.686233;1
1:59.719600;1
1:59.752967;1
1:59.786333;1
1:59.819700;1
1:59.853067;1
1:59.886433;1
1:59.919800;1
1:59.953167;1
1:59.986533;1
2:0.019900;1
2:0.053267;1
2:0.086633;1
2:0.120000;1
2:0.153367;1
2:0.186733;1
2:0.220100;1
2:0.253467;1
2:0.286833;1
2:0.320200;1
2:0.353567;1
2:0.386933;1
2:0.420300;1
2:0.453667;1
2:0.487033;1
2:0.520400;1
2:0.553767;1
2:0.587133;1
2:0.620500;1
2:0.653867;1
2:0.687233;1
2:0.720600;1
2:0.753967;1
2:0.787333;1
2:0.820700;1
2:0.854067;1
2:0.887433;1
2:0.920800;1
2:0.954167;1
2:0.987533;1
2:1.020900;1
2:1.054267;1
2:1.087633;1
2:1.121000;1
2:1.154367;1
2:1.187733;1
2:1.221100;1
2:1.254467;1
2:1.287833;1
2:1.321200;1
2:1.354567;1
2:1.387933;1
2:1.421300;1
2:1.454667;1
2:1.521400;1
2:1.554767;1
2:1.588133;1
2:1.621500;1
2:1.654867;1
2:1.688233;1
2:1.721600;1
2:1.754967;1
2:1.788333;1
2:1.821700;1
2:1.855067;1
2:1.888433;1
2:1.921800;1
2:1.955167;1
2:1.988533;1
2:2.021900;1
2:2.055267;1
2:2.088633;1
2:2.122000;1
2:2.155367;1
2:2.188733;1
2:2.222100;1
2:2.255467;1
2:2.288833;1
2:2.322200;1
2:2.355567;1
2:2.388933;1
2:2.422300;1
2:2.455667;1
2:2.489033;1
2:2.522400;1
2:2.555767;1
2:2.589133;1
2:2.622500;1
2:2.655867;1
2:2.689233;1
2:2.722600;1
2:2.755967;1
2:2.789333;1
2:2.822700;1
2:2.856067;1
2:2.889433;1
2:2.922800;1
2:2.956167;1
